Pickup_date,locationID
2015-01-09 08:00:00,141.0
2015-01-09 08:55:00,236.0
2015-01-09 09:00:00,181.0
2015-01-09 10:30:00,205.0
2015-01-09 11:15:00,230.0
2015-01-09 13:15:00,""
2015-01-09 13:30:00,161.0
2015-01-09 14:00:00,1.0
2015-01-09 14:10:00,265.0
2015-01-09 14:40:00,138.0
2015-01-09 14:43:00,249.0
2015-01-09 15:00:00,138.0
2015-01-09 15:05:00,162.0
2015-01-09 15:10:00,138.0
2015-01-09 15:30:00,138.0
2015-01-09 15:30:00,138.0
2015-01-09 15:30:00,162.0
2015-01-09 15:40:00,20.0
2015-01-09 15:41:00,161.0
2015-01-09 16:00:00,265.0
2015-01-09 16:30:00,161.0
2015-01-09 16:30:00,151.0
2015-01-09 17:00:00,162.0
2015-01-09 17:16:00,""
2015-01-09 17:23:00,161.0
2015-01-09 17:30:00,118.0
2015-01-09 17:44:00,138.0
2015-01-09 17:50:00,1.0
2015-01-09 17:50:00,""
2015-01-09 18:22:00,""
2015-01-09 18:30:00,13.0
2015-01-09 18:40:00,138.0
2015-01-09 18:42:00,265.0
2015-01-09 19:12:00,138.0
2015-01-09 20:01:00,138.0
2015-01-09 20:05:00,132.0
2015-01-09 20:18:00,""
2015-01-09 21:01:00,""
2015-01-09 21:06:00,""
2015-01-09 21:10:00,132.0
2015-01-09 21:10:00,2.0
2015-01-09 21:19:00,65.0
2015-01-09 21:29:00,234.0
2015-01-09 21:29:00,234.0
2015-01-09 21:30:00,""
2015-01-09 21:30:00,90.0
2015-01-09 21:35:00,132.0
2015-01-09 21:43:00,145.0
2015-01-09 21:47:00,""
2015-01-09 22:06:00,63.0
2015-01-09 22:13:00,87.0
2015-01-09 22:25:00,138.0
2015-01-09 22:43:00,87.0
2015-01-09 22:43:00,87.0
2015-01-09 22:45:00,265.0
2015-01-09 22:49:00,""
2015-01-09 22:55:00,88.0
2015-01-09 22:57:00,88.0
2015-01-09 23:10:00,65.0
2015-01-09 23:14:00,125.0
2015-01-09 23:53:00,""
2015-01-09 23:59:00,140.0
2015-01-10 00:18:00,231.0
2015-01-10 00:43:00,""
2015-01-10 00:45:00,87.0
2015-01-10 00:57:00,261.0
2015-01-10 01:04:00,65.0
2015-01-10 01:09:00,""
2015-01-10 01:11:00,87.0
2015-01-10 01:12:00,209.0
2015-01-10 01:20:00,265.0
2015-01-10 02:02:00,170.0
2015-01-10 04:30:00,229.0
2015-01-10 05:32:00,""
2015-01-10 06:05:00,132.0
2015-01-10 07:10:00,138.0
2015-01-10 07:27:00,""
2015-01-10 08:41:00,""
2015-01-10 11:30:00,""
2015-01-10 12:00:00,262.0
2015-01-10 12:30:00,175.0
2015-01-10 13:30:00,13.0
2015-01-10 15:00:00,""
2015-01-10 16:00:00,194.0
2015-01-10 16:09:00,97.0
2015-01-10 16:18:00,236.0
2015-01-10 16:30:00,265.0
2015-01-10 17:10:00,""
2015-01-10 17:15:00,""
2015-01-10 17:45:00,113.0
2015-01-10 17:54:00,236.0
2015-01-10 18:00:00,80.0
2015-01-10 18:00:00,219.0
2015-01-10 18:30:00,""
2015-01-10 18:30:00,246.0
2015-01-10 18:34:00,231.0
2015-01-10 18:45:00,""
2015-01-10 19:00:00,236.0
2015-01-10 19:40:00,87.0
2015-01-10 19:41:00,87.0
2015-01-10 19:48:00,234.0
2015-01-10 20:00:00,265.0
2015-01-10 20:11:00,71.0
2015-01-10 20:30:00,186.0
2015-01-10 21:08:00,234.0
2015-01-10 21:50:00,231.0
2015-01-10 22:00:00,223.0
2015-01-10 22:05:00,1.0
2015-01-10 22:12:00,162.0
2015-01-10 22:24:00,262.0
2015-01-10 23:03:00,161.0
2015-01-11 00:15:00,237.0
2015-01-11 03:45:00,112.0
2015-01-11 05:30:00,114.0
2015-01-11 06:00:00,211.0
2015-01-11 06:15:00,""
2015-01-11 06:15:00,""
2015-01-11 07:15:00,265.0
2015-01-11 07:15:00,132.0
2015-01-11 08:05:00,132.0
2015-01-11 09:45:00,80.0
2015-01-11 10:00:00,65.0
2015-01-11 10:15:00,236.0
2015-01-11 10:53:00,216.0
2015-01-11 14:22:00,90.0
2015-01-11 14:50:00,260.0
2015-01-11 15:00:00,234.0
2015-01-11 15:10:00,265.0
2015-01-11 15:30:00,231.0
2015-01-11 15:45:00,234.0
2015-01-11 16:26:00,161.0
2015-01-11 16:34:00,""
2015-01-11 16:36:00,265.0
2015-01-11 17:00:00,""
2015-01-11 17:00:00,261.0
2015-01-11 17:34:00,""
2015-01-11 17:45:00,40.0
2015-01-11 18:00:00,76.0
2015-01-11 18:15:00,125.0
2015-01-11 19:04:00,""
2015-01-11 19:31:00,76.0
2015-01-11 19:45:00,226.0
2015-01-11 20:18:00,161.0
2015-01-11 21:12:00,234.0
2015-01-11 21:22:00,161.0
2015-01-11 21:51:00,19.0
2015-01-11 21:54:00,1.0
2015-01-11 22:02:00,161.0
2015-01-11 22:15:00,69.0
2015-01-11 22:31:00,""
2015-01-11 22:41:00,234.0
2015-01-11 22:50:00,140.0
2015-01-11 22:52:00,""
2015-01-11 22:58:00,87.0
2015-01-11 23:00:00,138.0
2015-01-11 23:30:00,""
2015-01-11 23:30:00,265.0
2015-01-12 02:43:00,87.0
2015-01-12 04:15:00,13.0
2015-01-12 05:00:00,231.0
2015-01-12 05:02:00,""
2015-01-12 05:15:00,""
2015-01-12 05:15:00,142.0
